sentence,labels,topic
"thầy tận tình , giảng dạy hay , ví dụ thực tế cho sinh viên dễ hiểu .",2,0
giáo viên giảng bài sinh động dễ tiếp thu .,2,0
cách thức truyền đạt giáo viên .,1,0
"nhiệt tình , bảo hết mình .",2,0
thầy nhiệt tình lớp .,2,0
"giáo viên dạy tận tâm , dễ hiểu , vui vẻ !",2,0
thầy hiền .,2,0
"nội dung bài thực hành thiết , thầy thay đổi thích hợp nội dung học .",2,0
"cách dạy projectbase thầy khá hay , tuy nhiên sinh viên mò mới thể đạt mong muốn .",2,0
"cho thêm bài tập về nhà , tốc độ giảng giải thầy chậm hơn .",0,1
"môn học bài tập hơn , giáo trình hơn .",0,1
tận tình thầy .,2,0
"thầy dạy hay , tận tình , gần gũi học sinh .",2,0
cho điểm rẻ .,0,1
thân thiện nhiệt tình .,2,0
tài liệu học tập chưa cập nhật đầy đủ .,0,1
dõi kỹ thực hành sinh viên .,2,0
"giáo viên nhiệt tình , vui tính .",2,0
giảng viên tận tình giảng dạy .,2,0
đề nghị nhà trường sửa hoặc bổ sung mới thực hành hiệu quả .,0,1
"giảng bài tốc độ nhanh quá , phần kịp .",0,0
em thể hình dung slide thầy .,0,0
làm nhóm nhóm trưởng lớp trưởng phần công công .,1,1
giảng viên hướng dẫn thực hành đầy đủ .,0,0
giảng viên tương tác giáo viên .,2,0
"một sô bài tập lớn hay , giúp bọn em .",2,0
"giảng viên nhiệt tình , tận tâm .",2,0
nội dung bài học phần sơ sài .,0,0
em muốn học môn này cho đồ án áp dụng hơn em thấy môn này hay .,0,1
cảm ơn cô .,1,0
"cập nhật , cập nhật !",1,3
giảng viên lớp thường xuyên hơn .,0,0
giảng viên dạy một vài kiến thức cho thực hành .,0,0
"giảng nhanh , nói nhanh biết sinh viên chưa kịp hiểu đến vấn đề .",0,0
thầy dạy nhiệt tình giúp sinh viên .,2,0
"dạy cơ bản , logic , đến nâng cao .",2,0
giờ học lớp chưa thực hiệu quả .,0,0
giảm bớt số tiết một buổi .,0,1
"giảng viên tạo hoạt động cho lớp tốt , nhiệt tình , tiết học thú vị .",2,0
khả năng truyền đạt dễ hiểu giúp sinh viên nắm vững kiến thức .,2,0
giảng viên nói tiếng anh khó nghe .,2,0
còn ít tài liệu tham khảo .,0,0
thầy ít giảng nội dung lý thuyết lớp .,0,0
đảm bảo đầy đủ giờ lớp truyền đạt đủ kiến thức đề cương .,2,0
"cách trình bày ( giọng nói khó nghe ) , diễn đạt kiến thức chưa tốt .",0,0
"giờ thực hành hơn chủ yếu học lý thuyết , thời gian tiếp xúc thiết ít .",0,1
"cô nhiệt tình , dạy dễ hiểu .",2,0
thầy liên hệ thực tiễn gây hứng thú cho sinh viên .,2,0
thỉnh thoảng thầy bù lịch học em nói ạ .,1,0
cho điểm chấm bài tập công bằng .,0,0
thầy cũng ít quan tâm đến ý kiến học sinh .,0,0
"thầy dạy về lý thuyết hơi khó hiểu , khó tiếp thu cho lắm .",0,0
"giảng viên trình bày dễ hiểu , sát bài học .",2,0
"thầy dạy tận tâm , truyền đạt tốt .",2,0
phát âm tốt .,2,0
giáo viên tận tình dễ thương .,2,0
"đi sát thực tiễn , kèm thực hành hơn lý thuyết nhàm chán .",0,1
giảng viên linh động cung cấp tài liệu cho sinh viên ngoài hệ thống moodle .,2,0
"cô dạy dễ hiểu , nhiệt tình .",2,0
"giáo trình cụ thể , riêng phù hợp nội dung học trường .",0,1
"tiết học thú vị , giảng viên dạy hay .",2,0
hình thầy dùng moodle .,0,0
thầy giảng đôi khó hiểu .,0,0
cách giảng bài thầy chưa thu hút sinh viên .,0,0
"giảng viên truyền đạt chưa tốt , giảng viên nói về nội dung bài học hoạt động cho sinh viên ( đặt câu hỏi thảo luận , làm bài tập ) .",0,0
"cuối kỳ trăm phần trăm bài tập , cơ bản mình thấy thầy đứng dạy lần nào , ngồi yên đọc slide thôi , slide tiếng anh , chỗ dịch tiếng việt , chỗ dịch , cũng khó học , mạng học thôi .",0,1
"đặt mục tiêu rõ ràng nhất môn học môn học học ở sinh viên năm nhất , sinh viên còn ngỡ ngàng khoa môn học học thế học tạo tâm lý , cũng sinh viên biết mình làm , tạo chủ động học tập làm .",0,1
"cài phần mềm học tập mới , chính xác ví dụ doubledot visual studio 2010 hoặc 2012 sinh viên học tập tốt hơn .",0,2
thầy thường xuyên đi trễ buổi học .,0,0
"thầy tận tâm , nhiệt tình , giúp đỡ sinh viên , sẵn sàng giải đáp thắc mắc sinh viên .",2,0
cho bài tập khó giảng xong .,0,1
"giảng viên tận tâm , nhiệt tình sinh viên , luôn lắng nghe , giải đáp tất thắc mắc sinh viên , luôn tạo ngữ cảnh cho sinh viên thảo luận về bài học .",2,0
thắc mắc lớp mình hiểu .,1,3
giáo viên thân thiện .,2,0
"ví dụ mục quy hoạch động mục em thích thú cô nói mục khó , cô dạy ví dụ cực kỳ cơ bản .",0,0
"thầy đảm bảo giờ lớp , bài thi đề cương ôn tập chú ý đến rõ ràng , hướng dẫn rõ sinh viên biết mình học .",0,3
"giảng dễ hiểu , kỹ , chút nghiêm khắc .",2,0
hiệu quả khó hiểu cách dạy .,0,0
chưa sử dụng hệ thống moodle .,0,0
"thầy cũng hay áp đặt suy nghĩ mình sinh viên , ý tưởng sinh viên , tương lai sinh viên , thầy quyền ép sinh viên nghĩ thế này thế kia , hay suy nghĩ ý thầy .",0,0
"thầy chấm đồ án quá gắt , nguy cơ rớt môn cao .",0,0
"tận tâm , cho bài tập .",2,0
giảng viên sử dụng hệ thống website môn học quá trình giảng dạy .,0,0
hoạt động lớp .,2,0
đa phần bài thực hành làm bài tập về nhà thầy x .,1,0
"phương pháp dạy thầy chưa phù hợp , gây khó hiểu cho sinh viên .",0,0
thời gian tăng bốn tiết đến năm tiết khiến sinh viên mệt mỏi thiếu tập trung ở cuối giờ học .,0,1
cô dạy nhiệt tình hay .,2,0
"thầy dạy hay hay nghỉ , một số buổi thầy nghỉ báo làm sinh viên đến lớp .",0,0
thầy vui tính dễ tiếp thu bài .,2,0
bài giảng .,1,1
giảng viên vui vẻ thân thiện học sinh .,2,0
"giảng viên tận tâm , nhiệt tình đới sinh viên .",2,0
luôn tìm cách giúp đỡ sinh viên .,2,0
tiện cho sinh viên xếp lịch .,1,1
môn học phân bố hợp lý thời gian cũng phần môn học giúp sinh viên học tốt hơn môn học này .,0,1
"cô giảng bài nhanh , mong cô dạy chậm sinh viên kịp hiểu vấn đề .",2,0
giảng dạy hiệu quả .,2,0
"thầy giảng chi tiết , nhiệt tình .",2,0
nghỉ thông báo cho lớp .,0,0
"giảng viên khả năng truyền đạt , liên hệ thực tiễn giảng viên nhiệt tình , tận tâm .",2,0
"yêu cầu giảng viên quá cao sinh viên học quá ít hầu ngoài dịch cuốn sách hiểu đúng sai , dù đúng hay sai cũng giảng viên .",0,0
"tài liệu , giáo trình trường một cách cụ thể cập nhật hơn .",0,1
thêm bài tập về nhà củng cố kiến thức .,0,1
"tháng học môn kiến trúc máy tính bốn ngày , nghỉ ba ngày , bù trùng lịch ba môn học rớt tốn tiền .",0,1
"cập nhật slide mới , tài liệu slide cũ điểm khác slide mới cập nhật đúng thứ tự , ví dụ .",0,1
cô dạy tâm chuyên môn tốt colonsmile .,2,0
này xảy ở mọi tiết học .,0,3
bổ sung phần thực hành !,0,1
"tận tình , dễ hiểu .",2,0
cô cho học sinh thêm slide .,0,0
cô cho ví dụ minh họa dễ hiểu .,2,0
phòng máy tốt .,0,2
thầy giảng bài hay mở rộng thêm kiến thức bên ngoài .,2,0
cách dạy giảng viên mới lạ thực tế .,2,0
thầy giỏi .,2,0
ít bài tập cho sinh viên .,2,1
lấy ví dụ liên hệ thực tiễn .,2,0
"bài tập lớn môn học , đóng góp phần lớn điểm yêu cầu sinh viên smartphone laptop cỡ trung trở thực hiện ( nhận diện giọng nói , nhận diện chữ viết , game engine phát triển game cho smartphone ) , này gây khó khăn cho sinh viên kiện , yêu cầu sinh viên tìm hiểu framework chưa nghe tên làm bài tập .",0,0
áp đặt kiểm tra bài cũ bài mới giờ học hơn .,0,1
giờ học khá .,0,1
thầy cho bài tập môn hệ hành hơn .,0,0
bài giảng tạo cảm giác hứng thú tiếp thu bài tốt .,2,1
giảng viên giảng dạy hay .,2,0
"nhiệt tình , thân thiện sinh viên .",2,0
thầy truyền đạt kiến thức chưa tốt .,0,0
giúp em biết một phần thực tế công này .,2,3
"giảng viên tận tâm , nhiệt tình , gần gũi sinh viên .",2,0
giải chi tiết bài .,2,0
"giảng viên giảng dạy nhiệt tình , nội dung giảng dạy đầy đủ , ôn tập sát nội dung kiểm tra .",2,0
môn học khá khó phù hợp .,0,1
hiện môn học còn mang tính lý thuyết quá nặng .,0,1
"ngoài , bài thấy yêu cầu nộp video em nộp code cũng trừ , bài cuối thầy dặn làm cũng chấm em điểm .",0,0
thầy khá tận tâm truyền đạt kiến thức .,0,0
"nhiệt tình , vui tính , hòa đồng , dễ gần gũi .",2,0
đánh giá tính chuyên .,1,0
trả lời mail sinh viên .,0,0
"thầy thể soạn thêm dạng bài tập , thi mấy bạn đỡ bỡ ngỡ hơn , kết quả tốt hơn .",0,0
xử lý .,0,0
"gần gũi , vui vẻ sinh viên .",2,0
thực hành lớp lý thuyết hay hơn .,0,1
nhiệt tình tận tâm học sinh .,2,0
phân chia dụng cụ luyện tập chưa hợp lý .,0,0
cho bài tập đa dạng .,2,0
"sao vấn đề hay liên quan đến phần mềm nhà trường dạy , dành bốn cho môn "" đặc tả hình thức "" đóng học phí học đối phó cho .",0,1
nghỉ học bù hơi .,0,0
thầy cho bọn em xem code chạy thử colonsmallsmile .,0,0
"thầy giảng dạy nhiệt tình , dễ hiểu .",2,0
tăng cường một số tài liệu học cơ bản .,0,1
bỏ tiền học .,0,3
bài tập sát đề cương .,2,1
chưa gặp lần nào .,1,3
"project môn học thầy wzjwz180 yêu cầu làm ở mức độ tìm hiểu , báo thầy wzjwz181 thầy chấp nhận .",0,0
nói vấn đề liên quan .,0,0
"giảng viên vui vẻ , nhiệt tình , thân thiện , cách diễn đạt tự nhiên dễ hiểu .",2,0
"thầy dạy chuẩn nhiệt tình , kèm thời gian tập luyện nghỉ ngơi hợp lý !",2,0
"cô giảng dạy nhiệt tình , cô bài tập courses dù vắng mặt hay lơ học nắm bài học tốt .",2,0
"bài tập , câu hỏi hay .",2,1
"giảng viên người giảng dạy nhiệt tình , khả năng truyền đạt cực kỳ tốt , tài liệu đi kèm môn học hay .",2,0
"phương pháp dạy cô đạt hiệu quả sinh viên yếu , kém nhàm chán , tốn khá thời gian cho sinh viên học mức khá giỏi trở , kiến thức mới ngoài giáo trình mạng chưa , gần .",0,0
hy vọng thầy đảm bảo thời gian lớp đủ ba mươi tiết .,0,0
hướng dẫn sinh viên hơn .,0,0
cô trễ .,0,0
"giảng viên dạy dễ hiểu , quan tâm đến học sinh .",2,0
"thầy dạy dạy buổi học , thời gian dạy lớp đảm bảo .",0,0
"nhiệt tình sinh viên , kiến thức tốt .",2,0
truyền đạt kiến thức tốt .,2,0
"giáo viên dạy nhiệt tình , kết hợp ví dụ cụ thể làm bài giảng dễ hiểu , vui vẻ quá trình giảng bài .",2,0
"giảng dạy kỹ , quan tâm sinh viên .",2,0
"giảng viên nhiệt tình , kết hợp truyền đạt kiến thức thực tiễn .",2,0
hướng dẫn chi tiết hơn tiếp xúc mới thực hành môn lập trình nhúng thầy hướng dẫn sinh viên sinh viên tự làm trăm phần trăm .,0,1
hy vọng học làm thầy hơn .,2,0
tài liệu thầy cho đem về ôn cũng chờ lâu mới .,0,1
"tinh thần trách nhiệm , nhiệt huyết , vui vẻ hòa đồng sinh viên .",2,0
quan tâm tới sinh viên vui vẻ .,2,0
phần học kỹ khó khăn thi .,0,0
"chuyên môn cao , nhiệt tình .",2,0
"học tới đâu , ôn tới .",2,0
hướng dẫn cụ thế phương pháp cho bài thực hành .,2,0
sẵn sàng giải đáp tận tình mọi thắc mắc sinh viên hỏi .,2,0
điểm danh quá .,0,0
tăng cường thêm thiết môn học hiệu quả .,0,2
em cũng biết cô hay thầy .,0,0
cô ít tương tác sinh viên .,0,0
"thầy dạy dễ hiểu , siêng chép , vui tính .",2,0
hay bù thời gian học .,0,0
thầy quan tâm cho sinh viên .,2,0
thời gian nghỉ giải lao giữa giờ cho sinh viên bớt căng thẳng .,0,1
"nói ngoài lề hơi , dạy thâm giờ .",0,0
giảng viên dạy nhiệt tình dễ hiểu .,2,0
biết một số kỹ năng .,2,3
em nghĩ cho sinh viên chấm chéo đồ án người code một kiểu hầu hết ai cũng lo cho đồ án mình chấm chéo diễn khó khăn gấp gáp chấm thể chính xác mấy .,0,1
mở rộng kiến thức liên quan .,2,1
"giảng viên vui vẻ , hòa đồng , truyền đạt kiến thức tốt , tận tâm sinh viên .",2,0
tôi xin góp ý doubledot đổi giờ học anh văn buổi sáng chất lượng buổi học nâng cao .,0,1
"thầy hay kéo giờ dạy tận tình , cho ví dụ bài tập dễ hiểu .",2,0
chấm thi kém .,0,0
"thật vô lý dùng màn chiếu dạy toán trăm phần trăm , cách này khiến sinh viên thể nào kịp giảng viên nói cũng cơ hội bảng giải bài tập .",0,1
thầy truyền đạt kinh nghiệm quý giá .,2,0
cảm ơn thầy .,1,0
hoạt động ngoại khóa .,0,3
"tăng cường dạy vựng , hỏng kiến thức về vựng .",0,1
"giảng dạy kỹ , hỗ trợ sinh viên .",2,0
"thầy giảng kiến thức slide bài giảng , nội dung môn học bài tập sinh viên hướng dẫn kỹ về cách làm bài .",0,0
giảng viên tầm hiểu biết sâu rộng .,2,0
em chưa gặp giáo viên lần nào ạ ?,0,0
"giảng dễ hiểu , nhiệt tình sinh viên .",2,0
"thầy luôn yêu cầu ý tưởng sinh viên thực tế , thể thực hiện tương lai , sinh viên làm sinh viên đi học thầy yêu cầu đề án đủ lớn , mang tầm vóc quốc tế nó khả thi .",0,0
đảm bảo tốt .,2,3
"giảng viên dạy dễ tiếp thu , slide trình bày , giảng viên vui tính , dạy nhiệt tình , tận tình công .",2,0
"thầy dạy hay , hướng dẫn tận tình .",2,0
file thực hành một số gợi ý cho sinh viên biết hướng định hướng giải .,0,1
cô dạy nhiệt tình áp lực học .,2,0
thầy dạy vui .,2,0
"thầy giảng chú trọng slide , ít tương tác sinh viên , khả năng truyền đạt kiến thức cho sinh viên tốt .",0,0
bài tập khó thường song song lý thuyết .,0,1
thầy trực phòng thực hành cũng bảo về phòng tắt máy lạnh .,1,0
thầy cho nghỉ chắc cuối kỳ thầy đi học .,0,0
cô cách dạy hay dễ hiểu tận tình .,2,0
"phòng học anh văn chất lượng loa , micro tốt , đáp ứng cho sinh viên rèn luyện kỹ năng nghe .",0,2
truyền đạt kiến thức thực tế bổ ích .,2,0
"thầy wzjwz222 vui vẻ , giảng buồn ngủ , giải đáp thắc mắc đầy đủ , dễ hiểu .",2,0
giảng viên dành tìm hiểu nội dung giảng dạy lớp .,0,0
em nghĩ đồ án cuối kỳ đủ .,0,1
"thầy cho nghỉ quá nhiểu sắp xếp giáo viên dạy thay , dẫn tới học bù liên tiếp ngày cuối , chúng em ôn tập kiến thức khác , một số buổi thông báo học bù thông báo nghỉ đột đột , dẫn tới ùn kiến thức , ai ăn một vạ gạo một ngày tên môn học "" nhập môn công nghệ phần mềm "" kiến thức cách đánh giá năng lực học sinh quá nặng nề , sinh viên khoa phần mềm , hệ thống thể hiểu , sinh viên khoa khoa học máy tính chúng em môn học bắt buộc thật quá sức kiến thức thầy nói quá lạc lõng , mơ hồ .",0,0
